CardioMood Report

Date: 			3/28/19
Measurement time:	9:20 PM - 9:30 PM
Intervals count:	1609 with 0 artifacts present (0%)
Tag: Measurement Mar 28, 2019 9:20 PM


Results:  

Time series parameters:
HR    =	161
mRR   = 373
SDNN  = 9.317621
RMSSD = 5.047158
pNN50 = 0.248756


Frequency analysis:
TP  =	55.167790				ln TP  = 4.010379 
VLF =	35.212683	VLF% =	63.828337	ln VLF = 3.561406
LF  =	14.441769	LF%  =	26.177901	ln LF  = 2.670125
HF  =	5.513338	HF%  =	9.993763	ln HF  = 1.707170

Spectral indicies:
LF/HF   =			2.619424
LF norm = LF/(LF+HF)*100% =	72.371294
HF norm = HF/(LF+HF)*100% =	27.628706
VLF/HF  =			6.386817			 
IC      = (VLF+LF)/HF =		9.006241

Histogram (50ms step):
Mo   =	350.000000
AMo% =	99.627098
SI   =	2846.488502

Variation range (Var) =	50.000000
WN5   =	31.250000
WN1   =	46.875000
WN4   =	39.062500
WAM5  =	N/A
WAM10 = N/A

HRVTi =	3.394515 (step 1/128 s)

Poincare Plot params:
SD1   =	0.248800
SD2   =	12.684600
SD1/SD2 =	0.019600
S   =	N/A


The numbers above were calculated using following data:
   n  timestamp       rr   bpm
1278          480384   368 163
1279          480753   369 163
1280          481122   368 163
1281          481490   366 164
1282          481857   368 163
1283          482225   368 163
1284          482594   368 163
1285          482962   368 163
1286          483330   366 164
1287          483697   366 164
1288          484063   368 163
1289          484431   366 164
1290          484798   365 164
1291          485163   368 163
1292          485531   366 164
1293          485898   366 164
1294          486264   366 164
1295          486631   366 164
1296          486997   366 164
1297          487363   364 165
1298          487728   368 163
1299          488096   366 164
1300          488462   364 165
1301          488827   367 163
1302          489194   366 164
1303          489561   367 163
1304          489928   365 164
1305          490293   366 164
1306          490660   368 163
1307          491028   366 164
1308          491394   367 163
1309          491762   368 163
1310          492130   366 164
1311          492496   366 164
1312          492863   368 163
1313          493231   367 163
1314          493599   367 163
1315          493966   366 164
1316          494332   366 164
1317          494699   367 163
1318          495066   366 164
1319          495432   367 163
1320          495800   366 164
1321          496166   365 164
1322          496531   367 163
1323          496899   365 164
1324          497264   364 165
1325          497629   365 164
1326          497994   364 165
1327          498358   363 165
1328          498722   366 164
1329          499088   365 164
1330          499453   362 166
1331          499816   366 164
1332          500182   365 164
1333          500547   363 165
1334          500911   363 165
1335          501274   363 165
1336          501638   364 165
1337          502002   363 165
1338          502365   364 165
1339          502730   361 166
1340          503091   364 165
1341          503455   364 165
1342          503820   363 165
1343          504183   363 165
1344          504546   362 166
1345          504909   363 165
1346          505272   364 165
1347          505637   360 167
1348          505997   365 164
1349          506362   362 166
1350          506725   362 166
1351          507087   364 165
1352          507451   364 165
1353          507816   362 166
1354          508178   362 166
1355          508540   363 165
1356          508904   363 165
1357          509267   363 165
1358          509631   363 165
1359          509994   361 166
1360          510355   364 165
1361          510720   362 166
1362          511082   361 166
1363          511443   364 165
1364          511808   360 167
1365          512168   362 166
1366          512530   363 165
1367          512894   362 166
1368          513256   361 166
1369          513618   363 165
1370          513981   362 166
1371          514343   363 165
1372          514707   362 166
1373          515069   365 164
1374          515434   364 165
1375          515799   364 165
1376          516163   365 164
1377          516528   364 165
1378          516893   367 163
1379          517260   366 164
1380          517627   366 164
1381          517993   365 164
1382          518358   365 164
1383          518724   365 164
1384          519089   366 164
1385          519455   366 164
1386          519822   368 163
1387          520190   367 163
1388          520558   368 163
1389          520926   365 164
1390          521291   370 162
1391          521662   367 163
1392          522029   363 165
1393          522392   372 161
1394          522765   368 163
1395          523133   366 164
1396          523499   370 162
1397          523870   370 162
1398          524240   368 163
1399          524609   373 161
1400          524982   370 162
1401          525352   370 162
1402          525723   372 161
1403          526095   373 161
1404          526468   372 161
1405          526841   374 160
1406          527215   373 161
1407          527589   372 161
1408          527961   372 161
1409          528333   375 160
1410          528709   373 161
1411          529082   375 160
1412          529457   375 160
1413          529833   375 160
1414          530208   374 160
1415          530583   373 161
1416          530956   375 160
1417          531331   376 160
1418          531708   375 160
1419          532083   375 160
1420          532458   376 160
1421          532835   375 160
1422          533210   375 160
1423          533586   375 160
1424          533961   376 160
1425          534337   377 159
1426          534715   375 160
1427          535090   377 159
1428          535467   377 159
1429          535845   375 160
1430          536220   377 159
1431          536598   377 159
1432          536975   376 160
1433          537351   376 160
1434          537728   377 159
1435          538105   378 159
1436          538483   376 160
1437          538860   377 159
1438          539237   377 159
1439          539615   378 159
1440          539993   377 159
1441          540370   377 159
1442          540748   378 159
1443          541126   379 158
1444          541505   378 159
1445          541884   379 158
1446          542263   380 158
1447          542644   380 158
1448          543024   380 158
1449          543404   380 158
1450          543785   380 158
1451          544165   379 158
1452          544544   382 157
1453          544927   381 157
1454          545308   378 159
1455          545687   383 157
1456          546070   382 157
1457          546452   379 158
1458          546832   384 156
1459          547216   381 157
1460          547598   382 157
1461          547980   383 157
1462          548363   382 157
1463          548746   382 157
1464          549128   384 156
1465          549512   382 157
1466          549895   381 157
1467          550276   383 157
1468          550660   382 157
1469          551042   383 157
1470          551425   382 157
1471          551808   382 157
1472          552190   382 157
1473          552573   384 156
1474          552957   382 157
1475          553339   381 157
1476          553721   382 157
1477          554103   381 157
1478          554484   380 158
1479          554865   380 158
1480          555245   380 158
1481          555626   379 158
1482          556005   378 159
1483          556383   380 158
1484          556764   378 159
1485          557142   377 159
1486          557519   378 159
1487          557898   376 160
1488          558274   380 158
1489          558655   376 160
1490          559031   376 160
1491          559407   377 159
1492          559785   377 159
1493          560162   376 160
1494          560538   377 159
1495          560916   376 160
1496          561292   376 160
1497          561669   374 160
1498          562043   377 159
1499          562420   375 160
1500          562796   376 160
1501          563172   376 160
1502          563548   375 160
1503          563924   375 160
1504          564299   375 160
1505          564675   375 160
1506          565050   373 161
1507          565423   375 160
1508          565799   374 160
1509          566173   374 160
1510          566547   372 161
1511          566920   374 160
1512          567294   372 161
1513          567667   371 162
1514          568038   372 161
1515          568410   371 162
1516          568782   372 161
1517          569154   370 162
1518          569524   369 163
1519          569894   370 162
1520          570264   369 163
1521          570634   369 163
1522          571003   368 163
1523          571371   369 163
1524          571741   367 163
1525          572108   368 163
1526          572476   367 163
1527          572844   365 164
1528          573209   363 165
1529          573572   369 163
1530          573942   364 165
1531          574306   365 164
1532          574672   365 164
1533          575037   364 165
1534          575401   364 165
1535          575766   361 166
1536          576127   365 164
1537          576492   362 166
1538          576855   361 166
1539          577216   364 165
1540          577580   361 166
1541          577942   361 166
1542          578303   362 166
1543          578666   359 167
1544          579025   364 165
1545          579389   361 166
1546          579751   360 167
1547          580111   362 166
1548          580473   362 166
1549          580836   359 167
1550          581195   362 166
1551          581557   360 167
1552          581918   359 167
1553          582277   361 166
1554          582639   359 167
1555          582998   360 167
1556          583358   359 167
1557          583718   361 166
1558          584079   359 167
1559          584438   359 167
1560          584798   361 166
1561          585159   358 168
1562          585517   360 167
1563          585878   361 166
1564          586239   359 167
1565          586598   361 166
1566          586960   359 167
1567          587319   359 167
1568          587679   362 166
1569          588041   360 167
1570          588401   360 167
1571          588762   359 167
1572          589121   362 166
1573          589483   359 167
1574          589843   360 167
1575          590203   363 165
1576          590566   362 166
1577          590929   364 165
1578          591293   359 167
1579          591653   365 164
1580          592018   364 165
1581          592382   362 166
1582          592745   365 164
1583          593110   364 165
1584          593474   363 165
1585          593838   364 165
1586          594202   366 164
1587          594568   363 165
1588          594932   364 165
1589          595296   365 164
1590          595662   363 165
1591          596025   364 165
1592          596389   365 164
1593          596755   364 165
1594          597119   364 165
1595          597483   365 164
1596          597849   364 165
1597          598213   366 164
1598          598579   366 164
1599          598946   363 165
1600          599309   366 164
1601          599676   365 164
1602          600041   363 165
1603          600404   365 164
1604          600770   366 164
1605          601136   365 164
1606          601501   364 165
1607          601866   366 164
1608          602232   364 165
1609          602596   364 165

