CardioMood Report

Date: 			3/28/19
Measurement time:	9:20 PM - 9:30 PM
Intervals count:	1609 with 0 artifacts present (0%)
Tag: Measurement Mar 28, 2019 9:20 PM


Results:  

Time series parameters:
HR    =	161
mRR   = 373
SDNN  = 9.317621
RMSSD = 5.047158
pNN50 = 0.248756


Frequency analysis:
TP  =	55.167790				ln TP  = 4.010379 
VLF =	35.212683	VLF% =	63.828337	ln VLF = 3.561406
LF  =	14.441769	LF%  =	26.177901	ln LF  = 2.670125
HF  =	5.513338	HF%  =	9.993763	ln HF  = 1.707170

Spectral indicies:
LF/HF   =			2.619424
LF norm = LF/(LF+HF)*100% =	72.371294
HF norm = HF/(LF+HF)*100% =	27.628706
VLF/HF  =			6.386817			 
IC      = (VLF+LF)/HF =		9.006241

Histogram (50ms step):
Mo   =	350.000000
AMo% =	99.627098
SI   =	2846.488502

Variation range (Var) =	50.000000
WN5   =	31.250000
WN1   =	46.875000
WN4   =	39.062500
WAM5  =	N/A
WAM10 = N/A

HRVTi =	3.394515 (step 1/128 s)

Poincare Plot params:
SD1   =	0.248800
SD2   =	12.684600
SD1/SD2 =	0.019600
S   =	N/A


The numbers above were calculated using following data:
   n  timestamp       rr   bpm
  86           34164   392 153
  87           34557   389 154
  88           34946   388 155
  89           35334   391 153
  90           35726   389 154
  91           36115   388 155
  92           36504   390 154
  93           36894   389 154
  94           37283   388 155
  95           37672   389 154
  96           38061   389 154
  97           38451   386 155
  98           38837   387 155
  99           39224   388 155
 100           39613   387 155
 101           40000   388 155
 102           40388   386 155
 103           40775   389 154
 104           41164   386 155
 105           41551   388 155
 106           41939   388 155
 107           42327   386 155
 108           42714   385 156
 109           43099   387 155
 110           43487   385 156
 111           43872   384 156
 112           44256   387 155
 113           44644   384 156
 114           45028   384 156
 115           45412   385 156
 116           45798   383 157
 117           46181   382 157
 118           46564   385 156
 119           46949   384 156
 120           47333   383 157
 121           47889   383 157
 122           48272   383 157
 123           48656   382 157
 124           49038   382 157
 125           49420   383 157
 126           49804   379 158
 127           50183   385 156
 128           50568   385 156
 129           50954   381 157
 130           51335   386 155
 131           51722   381 157
 132           52103   384 156
 133           52487   385 156
 134           52873   383 157
 135           53256   384 156
 136           53641   384 156
 137           54025   384 156
 138           54409   385 156
 139           54795   384 156
 140           55179   384 156
 141           55563   384 156
 142           55948   386 155
 143           56334   383 157
 144           56718   382 157
 145           57100   386 155
 146           57486   382 157
 147           57869   383 157
 148           58252   383 157
 149           58635   381 157
 150           59017   382 157
 151           59399   379 158
 152           59779   381 157
 153           60160   380 158
 154           60541   378 159
 155           60919   380 158
 156           61353   379 158
 157           62110   377 159
 158           62489   470 127
 159           62866   375 160
 160           63241   380 158
 161           63621   377 159
 162           63999   374 160
 163           64373   378 159
 164           64752   376 160
 165           65128   376 160
 166           65504   377 159
 167           65882   375 160
 168           66257   374 160
 169           66631   374 160
 170           67006   377 159
 171           67383   376 160
 172           67760   377 159
 173           68137   374 160
 174           68511   375 160
 175           68887   377 159
 176           69264   374 160
 177           69639   376 160
 178           70015   376 160
 179           70765   375 160
 180           71141   468 128
 181           71516   374 160
 182           71891   376 160
 183           72267   375 160
 184           72642   373 161
 185           73016   378 159
 186           73394   374 160
 187           73769   375 160
 188           74144   377 159
 189           74521   373 161
 190           74895   376 160
 191           75271   375 160
 192           75646   374 160
 193           76021   376 160
 194           76397   375 160
 195           76773   376 160
 196           77149   375 160
 197           77524   374 160
 198           77899   377 159
 199           78276   374 160
 200           78650   374 160
 201           79025   376 160
 202           79401   374 160
 203           79776   374 160
 204           80150   375 160
 205           80525   374 160
 206           80900   373 161
 207           81273   377 159
 208           81650   373 161
 209           82024   373 161
 210           82397   377 159
 211           82775   374 160
 212           83149   373 161
 213           83522   375 160
 214           83898   375 160
 215           84273   375 160
 216           84648   376 160
 217           85025   376 160
 218           85401   377 159
 219           85779   376 160
 220           86155   375 160
 221           86530   376 160
 222           86907   377 159
 223           87284   377 159
 224           87661   378 159
 225           88040   377 159
 226           88417   379 158
 227           88797   378 159
 228           89175   380 158
 229           89555   378 159
 230           89934   380 158
 231           90314   379 158
 232           90693   381 157
 233           91075   380 158
 234           91455   379 158
 235           91835   382 157
 236           92217   380 158
 237           92597   380 158
 238           92978   382 157
 239           93360   381 157
 240           93742   381 157
 241           94123   381 157
 242           94504   384 156
 243           94889   381 157
 244           95270   383 157
 245           95653   383 157
 246           96037   383 157
 247           96420   382 157
 248           96803   381 157
 249           97184   379 158
 250           97563   384 156
 251           97948   382 157
 252           98330   382 157
 253           98712   384 156
 254           99097   381 157
 255           99478   381 157
 256           99860   385 156
 257          100245   381 157
 258          100626   383 157
 259          101010   382 157
 260          101392   383 157
 261          102252   381 157
 262          102633   384 156
 263          103017   381 157
 264          103399   382 157
 265          103781   381 157
 266          104162   382 157
 267          104545   382 157
 268          104927   380 158
 269          105308   383 157
 270          105691   382 157
 271          106073   380 158
 272          106454   385 156
 273          106839   381 157
 274          107220   382 157
 275          107603   384 156
 276          107987   382 157
 277          108370   383 157
 278          108753   384 156
 279          109137   384 156
 280          109522   383 157
 281          109905   381 157
 282          110287   385 156
 283          110672   383 157
 284          111055   384 156
 285          111440   382 157
 286          111822   383 157
 287          112205   383 157
 288          112589   384 156
 289          112973   382 157
 290          113356   384 156
 291          113740   385 156
 292          114125   383 157
 293          114509   383 157
 294          114892   385 156
 295          115278   383 157
 296          115661   384 156
 297          116045   384 156
 298          116430   383 157
 299          116813   382 157
 300          117195   384 156
 301          117580   382 157
 302          117962   383 157
 303          118346   382 157
 304          118728   382 157
 305          119110   382 157
 306          119493   381 157
 307          119874   380 158
 308          120255   382 157
 309          120637   382 157
 310          121019   380 158
 311          121400   380 158
 312          121780   381 157
 313          122161   379 158
 314          122541   379 158
 315          122920   380 158
 316          123301   379 158
 317          123680   378 159
 318          124058   380 158
 319          124439   378 159
 320          124817   378 159
 321          125195   380 158
 322          125576   378 159
 323          125954   378 159
 324          126333   378 159
 325          126711   378 159
 326          127089   376 160
 327          127466   379 158
 328          127845   377 159
 329          128222   377 159
 330          128600   378 159
 331          128978   377 159
 332          129356   376 160
 333          129732   377 159
 334          130109   377 159
 335          130487   375 160
 336          130862   378 159
 337          131240   376 160
 338          131617   377 159
 339          131994   377 159
 340          132372   377 159
 341          132749   378 159
 342          133127   375 160
 343          133503   378 159
 344          133881   377 159
 345          134259   378 159
 346          134637   377 159
 347          135014   379 158
 348          135394   377 159
 349          135771   376 160
 350          136147   379 158
 351          136527   378 159
 352          136905   378 159
 353          137284   379 158
 354          137663   379 158
 355          138042   377 159
 356          138420   382 157
 357          138802   378 159
 358          139180   380 158
 359          139561   380 158
 360          139941   377 159
 361          140319   379 158
 362          140698   381 157
 363          141079   378 159
 364          141458   378 159
 365          141836   380 158
 366          142216   377 159
 367          142594   378 159
 368          142972   378 159
 369          143351   378 159
 370          143729   378 159
 371          144107   377 159
 372          144485   380 158
 373          144865   377 159
 374          145242   377 159
 375          145620   379 158
 376          145999   378 159
 377          146378   378 159
 378          146756   378 159
 379          147134   379 158
 380          147514   380 158
 381          147894   379 158
 382          148273   379 158
 383          148653   380 158
 384          149033   380 158
 385          149414   380 158
 386          149794   380 158
 387          150174   381 157
 388          150556   381 157
 389          150937   382 157
 390          151320   381 157
 391          151701   382 157
 392          152083   379 158
 393          152463   380 158
 394          152843   384 156
 395          153227   384 156
 396          153612   382 157
 397          153994   384 156
 398          154379   384 156
 399          154763   383 157
 400          155146   384 156
 401          155531   382 157
 402          155913   383 157
 403          156297   384 156
 404          156681   383 157
 405          157064   383 157
 406          157448   383 157
 407          157831   385 156
 408          158216   384 156
 409          158601   383 157
 410          158984   386 155
 411          159371   385 156
 412          159756   384 156
 413          160140   385 156
 414          160526   386 155
 415          160912   385 156
 416          161298   384 156
 417          161682   386 155
 418          162068   385 156
 419          162454   385 156
 420          162839   386 155
 421          163225   385 156
 422          163611   384 156
 423          163995   383 157
 424          164379   384 156
 425          164763   386 155
 426          165149   383 157
 427          165533   382 157
 428          165915   385 156
 429          166301   383 157
 430          166684   382 157
 431          167066   386 155
 432          167453   383 157
 433          167836   384 156
 434          168220   383 157
 435          168604   384 156
 436          168988   385 156
 437          169374   384 156
 438          169758   384 156
 439          170142   385 156
 440          170528   383 157
 441          170911   385 156
 442          171296   384 156
 443          171681   384 156
 444          172065   383 157
 445          172449   385 156
 446          172834   382 157
 447          173216   383 157
 448          173600   384 156
 449          173984   382 157
 450          174367   383 157
 451          174750   382 157
 452          175132   381 157
 453          175514   382 157
 454          175896   382 157
 455          176278   381 157
 456          176660   382 157
 457          177042   381 157
 458          177424   381 157
 459          177805   379 158
 460          178184   382 157
 461          178567   378 159
 462          178945   379 158
 463          179324   379 158
 464          179704   379 158
 465          180083   379 158
 466          180463   379 158
 467          180842   379 158
 468          181221   379 158
 469          181601   379 158
 470          181980   378 159
 471          182359   377 159
 472          182736   378 159
 473          183114   377 159
 474          183492   379 158
 475          183871   377 159
 476          184248   377 159
 477          184626   378 159
 478          185004   376 160
 479          185381   376 160
 480          185757   376 160
 481          186133   376 160
 482          186510   375 160
 483          186885   377 159
 484          187262   375 160
 485          187638   374 160
 486          188012   377 159
 487          188390   373 161
 488          188763   375 160
 489          189138   376 160
 490          189515   373 161
 491          189888   374 160
 492          190262   375 160
 493          190638   372 161
 494          191010   375 160
 495          191386   374 160
 496          191760   373 161
 497          192133   373 161
 498          192507   373 161
 499          192880   373 161
 500          193253   372 161
 501          193626   373 161
 502          193999   373 161
 503          194372   372 161
 504          194745   372 161
 505          195117   371 162
 506          195489   372 161
 507          195861   371 162
 508          196232   370 162
 509          196603   371 162
 510          196974   370 162
 511          197344   368 163
 512          197713   372 161
 513          198085   370 162
 514          198456   369 163
 515          198825   370 162
 516          199195   370 162
 517          199566   369 163
 518          199935   369 163
 519          200304   368 163
 520          200673   369 163
 521          201042   368 163
 522          201411   369 163
 523          201780   368 163
 524          202148   366 164
 525          202515   369 163
 526          202884   368 163
 527          203252   364 165
 528          203617   369 163
 529          203986   365 164
 530          204351   365 164
 531          204717   368 163
 532          205085   366 164
 533          205452   367 163
 534          205819   368 163
 535          206187   366 164
 536          206554   366 164
 537          206920   369 163
 538          207289   366 164
 539          207656   367 163
 540          208023   368 163
 541          208391   368 163
 542          208760   368 163
 543          209128   366 164
 544          209495   369 163
 545          209864   367 163
 546          210231   367 163
 547          210599   369 163
 548          210968   367 163
 549          211335   368 163
 550          211704   368 163
 551          212072   370 162
 552          212443   369 163
 553          212812   367 163
 554          213179   371 162
 555          213551   368 163
 556          213919   368 163
 557          214287   370 162
 558          214658   369 163
 559          215027   367 163
 560          215395   372 161
 561          215767   370 162
 562          216137   371 162
 563          216509   371 162
 564          216880   369 163
 565          217249   371 162
 566          217621   372 161
 567          217993   371 162
 568          218364   371 162
 569          218736   371 162
 570          219107   373 161
 571          219481   372 161
 572          219853   370 162
 573          220223   373 161
 574          220597   373 161
 575          220970   372 161
 576          221342   372 161
 577          221715   373 161
 578          222088   371 162
 579          222460   373 161
 580          222833   373 161
 581          223206   374 160
 582          223581   372 161
 583          223953   373 161
 584          224326   373 161
 585          224700   374 160
 586          225074   373 161
 587          225448   375 160
 588          225823   372 161
 589          226195   376 160
 590          226572   374 160
 591          226946   375 160
 592          227321   373 161
 593          227695   372 161
 594          228067   376 160
 595          228444   374 160
 596          228818   373 161
 597          229191   376 160
 598          229568   376 160
 599          229944   374 160
 600          230318   376 160
 601          230695   377 159
 602          231072   376 160
 603          231449   375 160
 604          231824   377 159
 605          232201   376 160
 606          232578   377 159
 607          232955   377 159
 608          233332   377 159
 609          233710   374 160
 610          234084   380 158
 611          234465   377 159
 612          234842   377 159
 613          235219   377 159
 614          235597   377 159
 615          235974   377 159
 616          236351   376 160
 617          236728   378 159
 618          237106   379 158
 619          237486   375 160
 620          237861   377 159
 621          238238   378 159
 622          238617   376 160
 623          238993   376 160
 624          239369   377 159
 625          239747   375 160
 626          240122   375 160
 627          240498   378 159
 628          240876   377 159
 629          241253   375 160
 630          241629   377 159
 631          242006   375 160
 632          242381   377 159
 633          242759   375 160
 634          243134   376 160
 635          243511   374 160
 636          243885   373 161
 637          244258   378 159
 638          244637   374 160
 639          245011   374 160
 640          245385   376 160
 641          245762   376 160
 642          246138   375 160
 643          246514   375 160
 644          246889   376 160
 645          247265   373 161
 646          247639   375 160
 647          248014   375 160
 648          248389   375 160
 649          248765   373 161
 650          249138   376 160
 651          249515   374 160
 652          249889   374 160
 653          250263   373 161
 654          250637   375 160
 655          251012   375 160
 656          251387   374 160
 657          251762   374 160
 658          252136   374 160
 659          252511   372 161
 660          252883   375 160
 661          253258   373 161
 662          253632   372 161
 663          254004   374 160
 664          254378   373 161
 665          254752   373 161
 666          255125   373 161
 667          255499   373 161
 668          255872   373 161
 669          256245   371 162
 670          256617   375 160
 671          256992   372 161
 672          257364   373 161
 673          257738   375 160
 674          258113   372 161
 675          258486   371 162
 676          258857   375 160
 677          259232   373 161
 678          259606   371 162
 679          259977   374 160
 680          260351   372 161
 681          260724   372 161
 682          261096   373 161
 683          261470   371 162
 684          261841   372 161
 685          262213   372 161
 686          262586   373 161
 687          262959   372 161
 688          263331   372 161
 689          263704   374 160
 690          264078   373 161
 691          264452   373 161
 692          264825   372 161
 693          265197   375 160
 694          265573   373 161
 695          265946   373 161
 696          266319   374 160
 697          266694   371 162
 698          267065   375 160
 699          267441   374 160
 700          267815   372 161
 701          268187   375 160
 702          268563   373 161
 703          268936   374 160
 704          269310   374 160
 705          269685   372 161
 706          270057   375 160
 707          270433   372 161
 708          270805   371 162
 709          271176   375 160
 710          271552   371 162
 711          271923   372 161
 712          272295   374 160
 713          272670   373 161
 714          273043   375 160
 715          273418   374 160
 716          273793   374 160
 717          274167   374 160
 718          274542   374 160
 719          274916   375 160
 720          275291   375 160
 721          275667   373 161
 722          276040   376 160
 723          276416   374 160
 724          276791   374 160
 725          277165   375 160
 726          277541   372 161
 727          277913   373 161
 728          278286   374 160
 729          278661   373 161
 730          279034   373 161
 731          279407   372 161
 732          279780   373 161
 733          280153   372 161
 734          280526   371 162
 735          280897   373 161
 736          281270   373 161
 737          281644   372 161
 738          282016   373 161
 739          282389   373 161
 740          282763   370 162
 741          283133   374 160
 742          283508   371 162
 743          283879   371 162
 744          284250   373 161
 745          284624   372 161
 746          284996   372 161
 747          285368   372 161
 748          285741   373 161
 749          286114   371 162
 750          286486   374 160
 751          286860   374 160
 752          287234   372 161
 753          287607   374 160
 754          287981   373 161
 755          288354   371 162
 756          288726   373 161
 757          289099   374 160
 758          289474   372 161
 759          289846   374 160
 760          290220   372 161
 761          290593   373 161
 762          290966   373 161
 763          291339   373 161
 764          291713   372 161
 765          292085   374 160
 766          292460   371 162
 767          292831   372 161
 768          293203   374 160
 769          293578   372 161
 770          293950   373 161
 771          294323   376 160
 772          294700   374 160
 773          295074   376 160
 774          295451   378 159
 775          295829   375 160
 776          296204   380 158
 777          296585   376 160
 778          296961   377 159
 779          297338   381 157
 780          297720   378 159
 781          298098   378 159
 782          298477   380 158
 783          298857   378 159
 784          299235   379 158
 785          299615   380 158
 786          299995   379 158
 787          300374   379 158
 788          300754   379 158
 789          301133   378 159
 790          301512   377 159
 791          301889   379 158
 792          302268   377 159
 793          302646   376 160
 794          303022   379 158
 795          303401   376 160
 796          303778   376 160
 797          304154   377 159
 798          304532   373 161
 799          304905   377 159
 800          305282   372 161
 801          305655   374 160
 802          306029   373 161
 803          306402   373 161
 804          306776   371 162
 805          307147   374 160
 806          307522   371 162
 807          307893   372 161
 808          308265   372 161
 809          308638   372 161
 810          309010   371 162
 811          309381   372 161
 812          309754   374 160
 813          310128   373 161
 814          310502   372 161
 815          310874   372 161
 816          311246   374 160
 817          311621   372 161
 818          311993   372 161
 819          312365   373 161
 820          312739   372 161
 821          313111   372 161
 822          313484   372 161
 823          313856   372 161
 824          314228   370 162
 825          314599   372 161
 826          314971   371 162
 827          315342   368 163
 828          315711   373 161
 829          316084   368 163
 830          316452   371 162
 831          316824   367 163
 832          317191   371 162
 833          317563   368 163
 834          317931   369 163
 835          318300   368 163
 836          318669   368 163
 837          319037   368 163
 838          319405   366 164
 839          319772   369 163
 840          320141   366 164
 841          320507   367 163
 842          320875   367 163
 843          321242   366 164
 844          321609   366 164
 845          321975   366 164
 846          322341   366 164
 847          322708   366 164
 848          323074   363 165
 849          323437   366 164
 850          323804   363 165
 851          324167   361 166
 852          324529   367 163
 853          324896   364 165
 854          325260   365 164
 855          325626   364 165
 856          325990   365 164
 857          326355   365 164
 858          326721   363 165
 859          327084   363 165
 860          327447   365 164
 861          327813   365 164
 862          328178   361 166
 863          328540   363 165
 864          328903   363 165
 865          329266   366 164
 866          329633   365 164
 867          329998   363 165
 868          330361   363 165
 869          330725   364 165
 870          331089   364 165
 871          331453   364 165
 872          331818   364 165
 873          332182   364 165
 874          332547   364 165
 875          332911   364 165
 876          333275   366 164
 877          333642   364 165
 878          334006   365 164
 879          334371   364 165
 880          334736   367 163
 881          335103   365 164
 882          335468   365 164
 883          335834   366 164
 884          336200   366 164
 885          336567   367 163
 886          336934   366 164
 887          337300   365 164
 888          337666   368 163
 889          338034   367 163
 890          338401   368 163
 891          338770   366 164
 892          339136   368 163
 893          339505   367 163
 894          339872   367 163
 895          340239   367 163
 896          340607   367 163
 897          340974   369 163
 898          341343   367 163
 899          341711   366 164
 900          342077   368 163
 901          342445   367 163
 902          342813   368 163
 903          343181   367 163
 904          343549   367 163
 905          343916   369 163
 906          344285   367 163
 907          344653   368 163
 908          345021   368 163
 909          345389   368 163
 910          345758   367 163
 911          346125   371 162
 912          346496   369 163
 913          346866   369 163
 914          347235   370 162
 915          347606   370 162
 916          347976   368 163
 917          348344   366 164
 918          348711   371 162
 919          349082   368 163
 920          349450   368 163
 921          349819   369 163
 922          350188   369 163
 923          350558   370 162
 924          350928   368 163
 925          351296   368 163
 926          351665   368 163
 927          352033   369 163
 928          352402   368 163
 929          352771   369 163
 930          353140   368 163
 931          353509   367 163
 932          353876   370 162
 933          354246   368 163
 934          354615   369 163
 935          354984   369 163
 936          355353   368 163
 937          355722   368 163
 938          356090   367 163
 939          356457   372 161
 940          356830   370 162
 941          357200   368 163
 942          357569   371 162
 943          357940   370 162
 944          358310   370 162
 945          358681   371 162
 946          359052   369 163
 947          359421   371 162
 948          359793   370 162
 949          360163   371 162
 950          360535   371 162
 951          360906   370 162
 952          361276   369 163
 953          361646   370 162
 954          362016   370 162
 955          362386   369 163
 956          362756   371 162
 957          363127   369 163
 958          363496   369 163
 959          363866   372 161
 960          364238   370 162
 961          364609   370 162
 962          364979   368 163
 963          365347   371 162
 964          365719   369 163
 965          366088   368 163
 966          366456   368 163
 967          366825   371 162
 968          367196   368 163
 969          367565   369 163
 970          367934   369 163
 971          368303   368 163
 972          368672   368 163
 973          369040   368 163
 974          369408   367 163
 975          369776   369 163
 976          370145   367 163
 977          370513   368 163
 978          370881   368 163
 979          371249   367 163
 980          371617   368 163
 981          371985   366 164
 982          372351   367 163
 983          372719   367 163
 984          373086   364 165
 985          373450   368 163
 986          373819   365 164
 987          374184   366 164
 988          374551   366 164
 989          374917   367 163
 990          375284   365 164
 991          375650   363 165
 992          376013   368 163
 993          376381   365 164
 994          376747   364 165
 995          377111   366 164
 996          377477   365 164
 997          377843   364 165
 998          378207   366 164
 999          378574   363 165
1000          378937   366 164
1001          379303   364 165
1002          379668   364 165
1003          380032   365 164
1004          380397   365 164
1005          380763   364 165
1006          381127   366 164
1007          381493   367 163
1008          381861   365 164
1009          382226   366 164
1010          382593   365 164
1011          382958   368 163
1012          383326   368 163
1013          383695   367 163
1014          384062   367 163
1015          384429   369 163
1016          384799   369 163
1017          385168   369 163
1018          385538   366 164
1019          385904   370 162
1020          386274   370 162
1021          386645   370 162
1022          387015   368 163
1023          387383   370 162
1024          387754   370 162
1025          388124   369 163
1026          388493   372 161
1027          388866   370 162
1028          389236   369 163
1029          389606   371 162
1030          389977   371 162
1031          390348   370 162
1032          390719   372 161
1033          391091   370 162
1034          391461   372 161
1035          391834   371 162
1036          392205   372 161
1037          392578   372 161
1038          392950   370 162
1039          393320   373 161
1040          393694   370 162
1041          394064   370 162
1042          394434   369 163
1043          394804   373 161
1044          395177   371 162
1045          395549   369 163
1046          395918   370 162
1047          396288   370 162
1048          396659   368 163
1049          397027   369 163
1050          397396   369 163
1051          397766   368 163
1052          398134   368 163
1053          398503   368 163
1054          398871   369 163
1055          399240   367 163
1056          399608   366 164
1057          399974   369 163
1058          400343   366 164
1059          400710   366 164
1060          401076   367 163
1061          401443   366 164
1062          401810   366 164
1063          402176   364 165
1064          402541   367 163
1065          402908   362 166
1066          403270   365 164
1067          403636   364 165
1068          404000   363 165
1069          404363   365 164
1070          404729   363 165
1071          405092   363 165
1072          405455   363 165
1073          405819   362 166
1074          406181   363 165
1075          406544   362 166
1076          406907   363 165
1077          407270   361 166
1078          407632   362 166
1079          407994   363 165
1080          408357   362 166
1081          408720   361 166
1082          409081   362 166
1083          409443   361 166
1084          409805   361 166
1085          410166   362 166
1086          410528   360 167
1087          410889   361 166
1088          411250   358 168
1089          411609   361 166
1090          411970   359 167
1091          412329   359 167
1092          412689   360 167
1093          413049   359 167
1094          413408   359 167
1095          413768   359 167
1096          414127   358 168
1097          414485   362 166
1098          414848   360 167
1099          415208   359 167
1100          415567   360 167
1101          415928   361 166
1102          416289   358 168
1103          416648   361 166
1104          417009   361 166
1105          417370   360 167
1106          417731   360 167
1107          418091   361 166
1108          418452   361 166
1109          418814   361 166
1110          419175   360 167
1111          419535   360 167
1112          419896   359 167
1113          420255   362 166
1114          420618   359 167
1115          420977   361 166
1116          421338   360 167
1117          421699   359 167
1118          422058   361 166
1119          422419   360 167
1120          422780   359 167
1121          423139   360 167
1122          423499   359 167
1123          423859   360 167
1124          424219   360 167
1125          424580   358 168
1126          424938   363 165
1127          425301   359 167
1128          425661   359 167
1129          426020   362 166
1130          426382   360 167
1131          426743   359 167
1132          427102   359 167
1133          427461   361 166
1134          427823   359 167
1135          428182   359 167
1136          428541   361 166
1137          428903   359 167
1138          429262   360 167
1139          429623   361 166
1140          429984   359 167
1141          430343   360 167
1142          430704   358 168
1143          431062   358 168
1144          431420   360 167
1145          431781   359 167
1146          432140   360 167
1147          432500   358 168
1148          432859   357 168
1149          433216   360 167
1150          433577   359 167
1151          433936   359 167
1152          434295   359 167
1153          434655   360 167
1154          435015   362 166
1155          435377   359 167
1156          435737   358 168
1157          436095   363 165
1158          436458   359 167
1159          436818   360 167
1160          437178   361 166
1161          437539   360 167
1162          437900   359 167
1163          438259   360 167
1164          438620   361 166
1165          438981   360 167
1166          439341   360 167
1167          439702   360 167
1168          440062   361 166
1169          440423   361 166
1170          440785   361 166
1171          441146   361 166
1172          441507   361 166
1173          441869   362 166
1174          442231   362 166
1175          442594   361 166
1176          442955   361 166
1177          443316   363 165
1178          443680   362 166
1179          444042   363 165
1180          444405   362 166
1181          444768   364 165
1182          445132   363 165
1183          445495   363 165
1184          445859   365 164
1185          446224   364 165
1186          446589   364 165
1187          446953   364 165
1188          447317   365 164
1189          447683   365 164
1190          448048   365 164
1191          448413   365 164
1192          448779   365 164
1193          449144   364 165
1194          449508   366 164
1195          449875   365 164
1196          450240   364 165
1197          450605   366 164
1198          450971   364 165
1199          451335   366 164
1200          451702   364 165
1201          452066   363 165
1202          452429   365 164
1203          452795   364 165
1204          453159   363 165
1205          453522   367 163
1206          453890   364 165
1207          454254   362 166
1208          454617   364 165
1209          454981   364 165
1210          455345   365 164
1211          455711   361 166
1212          456072   368 163
1213          456440   365 164
1214          456806   367 163
1215          457173   365 164
1216          457538   367 163
1217          457906   366 164
1218          458272   367 163
1219          458640   367 163
1220          459007   366 164
1221          459373   367 163
1222          459741   368 163
1223          460109   369 163
1224          460478   366 164
1225          460845   368 163
1226          461213   368 163
1227          461582   367 163
1228          461949   370 162
1229          462319   368 163
1230          462688   367 163
1231          463055   369 163
1232          463424   367 163
1233          463792   366 164
1234          464158   369 163
1235          464528   367 163
1236          464895   367 163
1237          465262   370 162
1238          465633   368 163
1239          466001   368 163
1240          466369   367 163
1241          466737   369 163
1242          467106   367 163
1243          467473   366 164
1244          467840   370 162
1245          468210   368 163
1246          468579   366 164
1247          468945   369 163
1248          469314   368 163
1249          469683   369 163
1250          470052   368 163
1251          470420   369 163
1252          470790   367 163
1253          471157   370 162
1254          471527   369 163
1255          471897   369 163
1256          472266   370 162
1257          472637   369 163
1258          473006   369 163
1259          473375   368 163
1260          473744   369 163
1261          474113   369 163
1262          474482   368 163
1263          474851   368 163
1264          475219   370 162
1265          475590   368 163
1266          475958   367 163
1267          476325   370 162
1268          476696   369 163
1269          477065   369 163
1270          477434   369 163
1271          477804   369 163
1272          478173   369 163
1273          478542   366 164
1274          478909   369 163
1275          479278   369 163
1276          479648   366 164
1277          480014   370 162
